ID,wav,wav_format,duration,language 
3237,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_266\common_voice_zh-TW_17576897.wav,.wav,2.256,Chinese_Taiwan
3238,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_267\common_voice_zh-TW_21949027.wav,.wav,4.776,Chinese_Taiwan
3239,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_268\common_voice_zh-TW_21316499.wav,.wav,4.248,Chinese_Taiwan
3240,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_269\common_voice_zh-TW_22273106.wav,.wav,3.504,Chinese_Taiwan
3241,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_27\common_voice_zh-TW_18967231.wav,.wav,4.776,Chinese_Taiwan
3242,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_270\common_voice_zh-TW_21967762.wav,.wav,6.192,Chinese_Taiwan
3243,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_271\common_voice_zh-TW_18501194.wav,.wav,3.864,Chinese_Taiwan
3244,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_272\common_voice_zh-TW_17580973.wav,.wav,3.744,Chinese_Taiwan
3245,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_273\common_voice_zh-TW_17569074.wav,.wav,5.136,Chinese_Taiwan
3246,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_274\common_voice_zh-TW_21997464.wav,.wav,4.464,Chinese_Taiwan
3247,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_275\common_voice_zh-TW_21931153.wav,.wav,2.76,Chinese_Taiwan
3248,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_276\common_voice_zh-TW_18501844.wav,.wav,3.456,Chinese_Taiwan
3249,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_277\common_voice_zh-TW_21945070.wav,.wav,3.384,Chinese_Taiwan
3250,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_278\common_voice_zh-TW_17568335.wav,.wav,3.216,Chinese_Taiwan
3251,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_279\common_voice_zh-TW_17889334.wav,.wav,2.496,Chinese_Taiwan
3252,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_28\common_voice_zh-TW_17433665.wav,.wav,2.352,Chinese_Taiwan
3253,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_280\common_voice_zh-TW_18501290.wav,.wav,2.664,Chinese_Taiwan
3254,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_281\common_voice_zh-TW_17476731.wav,.wav,3.696,Chinese_Taiwan
3255,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_282\common_voice_zh-TW_18384825.wav,.wav,4.584,Chinese_Taiwan
3256,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_283\common_voice_zh-TW_19226165.wav,.wav,3.72,Chinese_Taiwan
3257,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_284\common_voice_zh-TW_19234276.wav,.wav,2.304,Chinese_Taiwan
3258,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_285\common_voice_zh-TW_21347216.wav,.wav,3.936,Chinese_Taiwan
3259,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_286\common_voice_zh-TW_17509138.wav,.wav,2.304,Chinese_Taiwan
3260,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_287\common_voice_zh-TW_17894924.wav,.wav,5.952,Chinese_Taiwan
3261,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_288\common_voice_zh-TW_19227648.wav,.wav,4.632,Chinese_Taiwan
3262,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_289\common_voice_zh-TW_21960212.wav,.wav,2.64,Chinese_Taiwan
3263,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_29\common_voice_zh-TW_18507740.wav,.wav,3.432,Chinese_Taiwan
3264,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_290\common_voice_zh-TW_18507681.wav,.wav,2.976,Chinese_Taiwan
3265,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_291\common_voice_zh-TW_22172206.wav,.wav,3.024,Chinese_Taiwan
3266,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_292\common_voice_zh-TW_18484757.wav,.wav,3.336,Chinese_Taiwan
3267,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_293\common_voice_zh-TW_17580975.wav,.wav,2.544,Chinese_Taiwan
3268,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_294\common_voice_zh-TW_17581115.wav,.wav,4.056,Chinese_Taiwan
3269,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_295\common_voice_zh-TW_18951153.wav,.wav,2.976,Chinese_Taiwan
3270,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_296\common_voice_zh-TW_17407969.wav,.wav,1.992,Chinese_Taiwan
3271,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_297\common_voice_zh-TW_18217583.wav,.wav,3.456,Chinese_Taiwan
3272,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_298\common_voice_zh-TW_17884962.wav,.wav,3.336,Chinese_Taiwan
3273,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_299\common_voice_zh-TW_17468099.wav,.wav,2.904,Chinese_Taiwan
3274,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_3\common_voice_zh-TW_17432412.wav,.wav,3.264,Chinese_Taiwan
3275,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_30\common_voice_zh-TW_17377015.wav,.wav,3.0,Chinese_Taiwan
3276,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_300\common_voice_zh-TW_17470257.wav,.wav,5.544,Chinese_Taiwan
3277,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_301\common_voice_zh-TW_17390954.wav,.wav,2.904,Chinese_Taiwan
3278,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_302\common_voice_zh-TW_17757249.wav,.wav,1.464,Chinese_Taiwan
3279,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_303\common_voice_zh-TW_17877737.wav,.wav,3.096,Chinese_Taiwan
3280,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_304\common_voice_zh-TW_18500715.wav,.wav,6.264,Chinese_Taiwan
3281,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_305\common_voice_zh-TW_19272606.wav,.wav,5.304,Chinese_Taiwan
3282,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_306\common_voice_zh-TW_17895406.wav,.wav,4.536,Chinese_Taiwan
3283,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_307\common_voice_zh-TW_17370718.wav,.wav,6.192,Chinese_Taiwan
3284,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_308\common_voice_zh-TW_22031116.wav,.wav,2.664,Chinese_Taiwan
3285,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_309\common_voice_zh-TW_18353805.wav,.wav,4.056,Chinese_Taiwan
3286,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_31\common_voice_zh-TW_21946601.wav,.wav,4.416,Chinese_Taiwan
3287,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_310\common_voice_zh-TW_17370146.wav,.wav,5.736,Chinese_Taiwan
3288,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_311\common_voice_zh-TW_17581236.wav,.wav,4.704,Chinese_Taiwan
3289,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_312\common_voice_zh-TW_17507448.wav,.wav,1.896,Chinese_Taiwan
3290,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_313\common_voice_zh-TW_20840867.wav,.wav,3.744,Chinese_Taiwan
3291,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_314\common_voice_zh-TW_17483096.wav,.wav,3.024,Chinese_Taiwan
3292,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_315\common_voice_zh-TW_17402211.wav,.wav,3.024,Chinese_Taiwan
3293,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_316\common_voice_zh-TW_20534378.wav,.wav,3.816,Chinese_Taiwan
3294,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_317\common_voice_zh-TW_17372561.wav,.wav,2.688,Chinese_Taiwan
3295,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_318\common_voice_zh-TW_20498742.wav,.wav,3.504,Chinese_Taiwan
3296,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_319\common_voice_zh-TW_21080277.wav,.wav,4.032,Chinese_Taiwan
3297,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_32\common_voice_zh-TW_17381917.wav,.wav,4.296,Chinese_Taiwan
3298,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_320\common_voice_zh-TW_18382139.wav,.wav,3.624,Chinese_Taiwan
3299,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_321\common_voice_zh-TW_22014227.wav,.wav,3.936,Chinese_Taiwan
3300,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_322\common_voice_zh-TW_17478836.wav,.wav,5.256,Chinese_Taiwan
3301,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_323\common_voice_zh-TW_17376719.wav,.wav,3.984,Chinese_Taiwan
3302,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_324\common_voice_zh-TW_22191171.wav,.wav,4.704,Chinese_Taiwan
3303,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_325\common_voice_zh-TW_17505528.wav,.wav,2.784,Chinese_Taiwan
3304,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_326\common_voice_zh-TW_21951350.wav,.wav,4.152,Chinese_Taiwan
3305,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_327\common_voice_zh-TW_17656341.wav,.wav,5.856,Chinese_Taiwan
3306,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_328\common_voice_zh-TW_18500866.wav,.wav,2.256,Chinese_Taiwan
3307,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_329\common_voice_zh-TW_17383355.wav,.wav,4.536,Chinese_Taiwan
3308,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_33\common_voice_zh-TW_17370776.wav,.wav,4.224,Chinese_Taiwan
3309,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_330\common_voice_zh-TW_17395208.wav,.wav,6.864,Chinese_Taiwan
3310,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_331\common_voice_zh-TW_17803353.wav,.wav,5.136,Chinese_Taiwan
3311,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_332\common_voice_zh-TW_17420400.wav,.wav,3.264,Chinese_Taiwan
3312,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_333\common_voice_zh-TW_17890854.wav,.wav,3.144,Chinese_Taiwan
3313,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_334\common_voice_zh-TW_20720115.wav,.wav,3.456,Chinese_Taiwan
3314,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_335\common_voice_zh-TW_22469300.wav,.wav,2.904,Chinese_Taiwan
3315,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_336\common_voice_zh-TW_19313368.wav,.wav,4.584,Chinese_Taiwan
3316,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_337\common_voice_zh-TW_22443585.wav,.wav,2.928,Chinese_Taiwan
3317,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_338\common_voice_zh-TW_22466434.wav,.wav,3.624,Chinese_Taiwan
3318,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_339\common_voice_zh-TW_17581688.wav,.wav,2.496,Chinese_Taiwan
3319,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_34\common_voice_zh-TW_19516527.wav,.wav,5.424,Chinese_Taiwan
3320,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_340\common_voice_zh-TW_17488187.wav,.wav,4.536,Chinese_Taiwan
3321,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_341\common_voice_zh-TW_18546104.wav,.wav,3.696,Chinese_Taiwan
3322,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_342\common_voice_zh-TW_18501737.wav,.wav,2.856,Chinese_Taiwan
3323,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_343\common_voice_zh-TW_18464550.wav,.wav,5.544,Chinese_Taiwan
3324,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_344\common_voice_zh-TW_17508176.wav,.wav,6.504,Chinese_Taiwan
3325,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_345\common_voice_zh-TW_18501369.wav,.wav,2.424,Chinese_Taiwan
3326,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_346\common_voice_zh-TW_17506550.wav,.wav,4.416,Chinese_Taiwan
3327,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_347\common_voice_zh-TW_18500620.wav,.wav,4.824,Chinese_Taiwan
3328,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Chinese_Taiwan\train\chtw_trn_sp_348\common_voice_zh-TW_22158755.wav,.wav,3.984,Chinese_Taiwan
