ID,wav,wav_format,duration,gender 
1762,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_63\common_voice_dv_21107779.wav,.wav,6.504,female
1763,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_84\common_voice_dv_18588330.wav,.wav,7.896,female
1764,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_98\common_voice_dv_18582123.wav,.wav,2.736,male
1765,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_102\common_voice_dv_18595089.wav,.wav,5.688,male
1766,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_1\common_voice_dv_18582430.wav,.wav,2.976,female
1767,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_86\common_voice_dv_18586358.wav,.wav,10.224,male
1768,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_100\common_voice_dv_21111273.wav,.wav,5.016,female
1769,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_90\common_voice_dv_19790799.wav,.wav,4.08,male
1770,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_74\common_voice_dv_18580755.wav,.wav,6.816,female
1771,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_89\common_voice_dv_21109182.wav,.wav,7.104,male
1772,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_78\common_voice_dv_21160861.wav,.wav,4.344,female
1773,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_101\common_voice_dv_18585287.wav,.wav,5.976,female
1774,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_50\common_voice_dv_18661008.wav,.wav,5.784,male
1775,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_82\common_voice_dv_18588505.wav,.wav,3.384,male
1776,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_86\common_voice_dv_18669660.wav,.wav,4.416,male
1777,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_100\common_voice_dv_18631689.wav,.wav,3.624,female
1778,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_1\common_voice_dv_18643827.wav,.wav,6.288,female
1779,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_89\common_voice_dv_21109006.wav,.wav,7.104,male
1780,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_92\common_voice_dv_18597662.wav,.wav,4.944,male
1781,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_58\common_voice_dv_18582843.wav,.wav,3.456,male
1782,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_84\common_voice_dv_18588348.wav,.wav,5.616,female
1783,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_34\common_voice_dv_18587875.wav,.wav,5.544,male
1784,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_98\common_voice_dv_18582750.wav,.wav,2.616,male
1785,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_97\common_voice_dv_18587212.wav,.wav,8.304,male
1786,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_72\common_voice_dv_18587628.wav,.wav,4.344,male
1787,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_93\common_voice_dv_18628824.wav,.wav,5.904,male
1788,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_88\common_voice_dv_18648271.wav,.wav,5.496,female
1789,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_89\common_voice_dv_21109045.wav,.wav,4.224,male
1790,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_101\common_voice_dv_18584826.wav,.wav,3.504,female
1791,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_57\common_voice_dv_18782568.wav,.wav,4.104,male
1792,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_90\common_voice_dv_19790800.wav,.wav,4.44,male
1793,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_96\common_voice_dv_18581350.wav,.wav,5.736,male
1794,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_1\common_voice_dv_18624042.wav,.wav,5.448,female
1795,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_79\common_voice_dv_19394165.wav,.wav,4.464,female
1796,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_93\common_voice_dv_18603836.wav,.wav,8.976,male
1797,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_101\common_voice_dv_18585279.wav,.wav,4.464,female
1798,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_46\common_voice_dv_18588156.wav,.wav,6.864,female
1799,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_93\common_voice_dv_18603838.wav,.wav,6.024,male
1800,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_90\common_voice_dv_19790884.wav,.wav,4.944,male
1801,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_30\common_voice_dv_18580869.wav,.wav,5.496,male
1802,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_69\common_voice_dv_21107981.wav,.wav,7.584,male
1803,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_97\common_voice_dv_18588861.wav,.wav,5.352,male
1804,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_97\common_voice_dv_18588753.wav,.wav,6.48,male
1805,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_100\common_voice_dv_18632036.wav,.wav,3.456,female
1806,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_67\common_voice_dv_18581983.wav,.wav,5.424,male
1807,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_74\common_voice_dv_18580801.wav,.wav,4.704,female
1808,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_1\common_voice_dv_18624333.wav,.wav,5.88,female
1809,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_13\common_voice_dv_21317213.wav,.wav,4.896,male
1810,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_101\common_voice_dv_18585248.wav,.wav,7.464,female
1811,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_84\common_voice_dv_18588287.wav,.wav,5.376,female
1812,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_72\common_voice_dv_18587631.wav,.wav,8.424,male
1813,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_93\common_voice_dv_18603852.wav,.wav,3.936,male
1814,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_70\common_voice_dv_18588018.wav,.wav,4.704,female
1815,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_96\common_voice_dv_18581351.wav,.wav,5.544,male
1816,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_94\common_voice_dv_18654433.wav,.wav,6.336,male
1817,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_76\common_voice_dv_20266581.wav,.wav,8.856,male
1818,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_101\common_voice_dv_18585345.wav,.wav,2.904,female
1819,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_80\common_voice_dv_18602028.wav,.wav,3.864,male
1820,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_101\common_voice_dv_18585365.wav,.wav,5.616,female
1821,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_81\common_voice_dv_18706991.wav,.wav,3.816,male
1822,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_80\common_voice_dv_18602052.wav,.wav,8.064,male
1823,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_93\common_voice_dv_18598742.wav,.wav,7.176,male
1824,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_1\common_voice_dv_18623478.wav,.wav,3.84,female
1825,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_98\common_voice_dv_18582499.wav,.wav,4.104,male
1826,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_60\common_voice_dv_18590177.wav,.wav,4.656,male
1827,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_82\common_voice_dv_18588503.wav,.wav,5.976,male
1828,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_102\common_voice_dv_18584943.wav,.wav,4.776,male
1829,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_67\common_voice_dv_18581929.wav,.wav,3.744,male
1830,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_100\common_voice_dv_18631052.wav,.wav,4.704,female
1831,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_88\common_voice_dv_18648327.wav,.wav,3.504,female
1832,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_101\common_voice_dv_18585363.wav,.wav,7.224,female
1833,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_82\common_voice_dv_18588360.wav,.wav,8.016,male
1834,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_71\common_voice_dv_18584044.wav,.wav,8.664,female
1835,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_101\common_voice_dv_18585389.wav,.wav,3.096,female
1836,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_82\common_voice_dv_18588510.wav,.wav,4.104,male
1837,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_98\common_voice_dv_18582503.wav,.wav,4.416,male
1838,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_102\common_voice_dv_18595110.wav,.wav,5.352,male
1839,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_1\common_voice_dv_18582693.wav,.wav,5.064,female
1840,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_97\common_voice_dv_18585599.wav,.wav,8.04,male
1841,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_70\common_voice_dv_18588040.wav,.wav,3.696,female
1842,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_76\common_voice_dv_20266891.wav,.wav,2.664,male
1843,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_78\common_voice_dv_21160847.wav,.wav,3.816,female
1844,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_90\common_voice_dv_19820344.wav,.wav,2.88,male
1845,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_1\common_voice_dv_18587855.wav,.wav,5.28,female
1846,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_96\common_voice_dv_18581232.wav,.wav,6.264,male
1847,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_1\common_voice_dv_21159909.wav,.wav,4.056,female
1848,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_100\common_voice_dv_18631755.wav,.wav,5.616,female
1849,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_98\common_voice_dv_18582145.wav,.wav,2.904,male
1850,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_78\common_voice_dv_21160771.wav,.wav,6.384,female
1851,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_72\common_voice_dv_18587654.wav,.wav,5.664,male
1852,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_84\common_voice_dv_18588288.wav,.wav,2.904,female
1853,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_88\common_voice_dv_18648337.wav,.wav,6.024,female
1854,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_74\common_voice_dv_18580807.wav,.wav,8.856,female
1855,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_63\common_voice_dv_21107782.wav,.wav,4.896,female
1856,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_89\common_voice_dv_21109090.wav,.wav,9.216,male
1857,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_100\common_voice_dv_18632007.wav,.wav,5.304,female
1858,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_85\common_voice_dv_18620972.wav,.wav,6.024,male
1859,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_100\common_voice_dv_18631819.wav,.wav,10.224,female
1860,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_97\common_voice_dv_18585651.wav,.wav,4.608,male
1861,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_93\common_voice_dv_18603853.wav,.wav,8.016,male
1862,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_21\common_voice_dv_21130262.wav,.wav,9.984,male
1863,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_86\common_voice_dv_18669671.wav,.wav,8.064,male
1864,C:\Users\jaeyo\OneDrive\바탕 화면\_Personal\개인공부\_OpenAI API를 활용한 AI 튜터 영어 앱 개발\_MT_upload\fc-asr\common_voice_kpd\Dhivehi\train\dvh_trn_sp_69\common_voice_dv_21107840.wav,.wav,5.184,male
